doi,doi_url,year,title,division,new
10.1002/nafm.10959,https://doi.org/10.1002/nafm.10959,2023,Lampreys in California (Lampetra spp. and Entosphenus spp.): Mitochondrial phylogenetic analysis reveals previously unrecognized lamprey diversity,SWP - Integrated Science and Engineering,FALSE
10.1007/s00382-022-06361-7,https://doi.org/10.1007/s00382-022-06361-7,2023,Winter wet-dry weather patterns driving atmospheric rivers and Santa Ana winds provide evidence for increasing wildfire hazard in California,Flood Operations,FALSE
10.1007/s00382-022-06422-x,https://doi.org/10.1007/s00382-022-06422-x,2023,Extended seasonal prediction of spring precipitation over the Upper Colorado River Basin,Flood Operations,FALSE
10.1007/s00382-023-06776-w,https://doi.org/10.1007/s00382-023-06776-w,2023,Observed and projected changes in snow accumulation and snowline in California’s snowy mountains,Flood Operations,FALSE
10.1007/s10980-023-01683-1,https://doi.org/10.1007/s10980-023-01683-1,2023,"Patch size and connectivity predict remnant habitat occupancy by an endangered wetland specialist, the salt marsh harvest mouse",SWP - Integrated Science and Engineering,FALSE
10.1007/s12237-022-01100-x,https://doi.org/10.1007/s12237-022-01100-x,2023,Relations Between Abiotic and Biotic Environmental Variables and Occupancy of Delta Smelt (Hypomesus transpacificus) in Autumn,Executive,FALSE
10.1007/s12237-023-01189-8,https://doi.org/10.1007/s12237-023-01189-8,2023,"A Spatiotemporal History of Key Pelagic Fish Species in the San Francisco Estuary, CA",,TRUE
10.1016/j.advwatres.2023.104449,https://doi.org/10.1016/j.advwatres.2023.104449,2023,Topographic hydro-conditioning to resolve surface depression storage and ponding in a fully distributed hydrologic model,Flood Operations,FALSE
10.1016/j.ecss.2023.108391,https://doi.org/10.1016/j.ecss.2023.108391,2023,Nonstationary analysis of tides using higher order stochastic cycles,,TRUE
10.1016/j.ejrh.2023.101601,https://doi.org/10.1016/j.ejrh.2023.101601,2023,Runoff response to the uncertainty from key water-budget variables in a seasonally snow-covered mountain basin,Flood Operations,FALSE
10.1016/j.jenvman.2023.118636,https://doi.org/10.1016/j.jenvman.2023.118636,2023,AIMS for wildlife: Developing an automated interactive monitoring system to integrate real-time movement and environmental data for true adaptive management,,TRUE
10.1016/j.jhydrol.2022.128835,https://doi.org/10.1016/j.jhydrol.2022.128835,2023,Mapping of snow water equivalent by a deep-learning model assimilating snow observations,,TRUE
10.1016/j.memlet.2023.100062,https://doi.org/10.1016/j.memlet.2023.100062,2023,"RO membrane with a surface tethered polymer brush layer for enhanced rejection of nitrate, boron, and arsenic",Regional Assistance,FALSE
10.1016/j.scitotenv.2023.165864,https://doi.org/10.1016/j.scitotenv.2023.165864,2023,Effects of vegetation on methylmercury concentrations and loads in a mercury contaminated floodplain,SWP - Integrated Science and Engineering,FALSE
10.1016/j.soildyn.2022.107668,https://doi.org/10.1016/j.soildyn.2022.107668,2023,System response of an interlayered deposit with a localized graben deformation in the Northridge earthquake,SWP - Engineering,FALSE
10.1016/j.srs.2023.100105,https://doi.org/10.1016/j.srs.2023.100105,2023,A new variant of the optical trapezoid model (OPTRAM) for remote sensing of soil moisture and water bodies,,TRUE
10.1029/2022gl102091,https://doi.org/10.1029/2022gl102091,2023,Future Atmospheric Rivers and Impacts on Precipitation: Overview of the ARTMIP Tier 2 High-Resolution Global Warming Experiment,Flood Operations,FALSE
10.1029/2022jd037180,https://doi.org/10.1029/2022jd037180,2023,Global Application of the Atmospheric River Scale,Flood Operations,FALSE
10.1029/2022jd037360,https://doi.org/10.1029/2022jd037360,2023,Development of a Statistical Subseasonal Forecast Tool to Predict California Atmospheric Rivers and Precipitation Based on MJO and QBO Activity,Flood Operations,FALSE
10.1029/2022jd037608,https://doi.org/10.1029/2022jd037608,2023,Multi-Model Subseasonal Prediction Skill Assessment of Water Vapor Transport Associated With Atmospheric Rivers Over the Western U.S.,Flood Operations,FALSE
10.1029/2022jd038138,https://doi.org/10.1029/2022jd038138,2023,Strong Warming Over the Antarctic Peninsula During Combined Atmospheric River and Foehn Events: Contribution of Shortwave Radiation and Turbulence,Flood Operations,FALSE
10.1029/2022jd038321,https://doi.org/10.1029/2022jd038321,2023,Six Hundred Years of Reconstructed Atmospheric River Activity Along the US West Coast,,TRUE
10.1029/2022ms003495,https://doi.org/10.1029/2022ms003495,2023,Using Deep Learning for an Analysis of Atmospheric Rivers in a High-Resolution Large Ensemble Climate Data Set,Flood Operations,FALSE
10.1029/2022wr033091,https://doi.org/10.1029/2022wr033091,2023,Using Machine Learning to Identify Hydrologic Signatures With an Encoder-Decoder Framework,Flood Operations,FALSE
10.1029/2023gh000868,https://doi.org/10.1029/2023gh000868,2023,Investigating the Impact of Irrigation on Malaria Vector Larval Habitats and Transmission Using a Hydrology-Based Model,Flood Operations,FALSE
10.1029/2023gl102784,https://doi.org/10.1029/2023gl102784,2023,Multiscale Nature of Atmospheric Rivers,,TRUE
10.1029/2023gl102892,https://doi.org/10.1029/2023gl102892,2023,The Increasing Role of Seasonal Rainfall in Western U.S. Summer Streamflow,Flood Operations,FALSE
10.1029/2023gl104606,https://doi.org/10.1029/2023gl104606,2023,Extreme Precipitation-Temperature Scaling in California: The Role of Atmospheric Rivers,,TRUE
10.1029/2023gl105360,https://doi.org/10.1029/2023gl105360,2023,Subseasonal Prediction of Impactful California Winter Weather in a Hybrid Dynamical-Statistical Framework,Flood Operations,FALSE
10.1029/2023gl106198,https://doi.org/10.1029/2023gl106198,2023,The Role of Convectively Coupled Equatorial Waves in Sub-Seasonal Predictions,,TRUE
10.1029/2023jd038693,https://doi.org/10.1029/2023jd038693,2023,Large-Scale Circulation Context for North American West Coast Atmospheric Rivers: Influence of the Subseasonal NPO/WP Teleconnection,,TRUE
10.1029/2023jd038937,https://doi.org/10.1029/2023jd038937,2023,Evaluating the Representations of Atmospheric Rivers and Their Associated Precipitation in Reanalyses With Satellite Observations,,TRUE
10.1029/2023jd039426,https://doi.org/10.1029/2023jd039426,2023,Mesoscale and Synoptic Scale Analysis of Narrow Cold Frontal Rainband During a Landfalling Atmospheric River in California During January 2021,Flood Operations,FALSE
10.1038/s41467-023-37391-2,https://doi.org/10.1038/s41467-023-37391-2,2023,Carbon-sink potential of continuous alfalfa agriculture lowered by short-term nitrous oxide emission events,Multibenefit Initiatives,FALSE
10.1038/s41558-023-01599-3,https://doi.org/10.1038/s41558-023-01599-3,2023,More frequent atmospheric rivers slow the seasonal recovery of Arctic sea ice,,TRUE
10.1061/jggefk.gteng-10984,https://doi.org/10.1061/jggefk.gteng-10984,2023,Effect of Viscoplasticity on Localization in Saturated Clays and Plastic Silts,,TRUE
10.1061/jwrmd5.wreng-5728,https://doi.org/10.1061/jwrmd5.wreng-5728,2023,Operationalizing Real-Time Monitoring Data in Simulation Models Using the Public Domain HEC-DSSVue Software Platform,,TRUE
10.1088/1748-9326/aca8bd,https://doi.org/10.1088/1748-9326/aca8bd,2023,Spring heat waves drive record western United States snow melt in 2021,,TRUE
10.1088/1748-9326/acbaae,https://doi.org/10.1088/1748-9326/acbaae,2023,Federal incentives for community-level climate adaptation: an evaluation of FEMA’s Community Rating System,,TRUE
10.1111/1365-2656.13919,https://doi.org/10.1111/1365-2656.13919,2023,A life-history spectrum of population responses to simultaneous change in climate and land use,,TRUE
10.1111/gcb.16594,https://doi.org/10.1111/gcb.16594,2023,"Modeled production, oxidation, and transport processes of wetland methane emissions in temperate, boreal, and Arctic regions",,TRUE
10.1155/2023/9984382,https://doi.org/10.1155/2023/9984382,2023,"Effects of Salinity on Fertilization, Hatching, and Larval Performance of Longfin Smelt Spirinchus thaleichthys",SWP - Integrated Science and Engineering,FALSE
10.1175/bams-d-22-0021.1,https://doi.org/10.1175/bams-d-22-0021.1,2023,Pacific-North American Teleconnection Tumbles Snowfall Records West of the Cascades during Christmas Week 2021,Flood Operations,FALSE
10.1175/bams-d-22-0188.1,https://doi.org/10.1175/bams-d-22-0188.1,2023,Toward Probabilistic Post-Fire Debris-Flow Hazard Decision Support,Flood Operations,FALSE
10.1175/jcli-d-22-0255.1,https://doi.org/10.1175/jcli-d-22-0255.1,2023,Understanding and Reducing Warm and Dry Summer Biases in the Central United States: Analytical Modeling to Identify the Mechanisms for CMIP Ensemble Error Spread,Flood Operations,FALSE
10.1175/jcli-d-23-0081.1,https://doi.org/10.1175/jcli-d-23-0081.1,2023,Regulation of Southwestern United States Precipitation by non-ENSO Teleconnections and the Impact of the Background Flow,Flood Operations,FALSE
10.1175/jhm-d-22-0044.1,https://doi.org/10.1175/jhm-d-22-0044.1,2023,Improving Confidence in Model-Based Probable Maximum Precipitation: How Important is Model Uncertainty in Storm Reconstruction and Maximization?,Flood Operations,FALSE
10.1175/jhm-d-22-0062.1,https://doi.org/10.1175/jhm-d-22-0062.1,2023,A 440-Year Reconstruction of Heavy Precipitation in California from Blue Oak Tree Rings,Flood Operations,FALSE
10.1175/jhm-d-22-0089.1,https://doi.org/10.1175/jhm-d-22-0089.1,2023,Seasonality of MJO Impacts on Precipitation Extremes over the Western United States,Flood Operations,FALSE
10.1175/jhm-d-22-0090.1,https://doi.org/10.1175/jhm-d-22-0090.1,2023,Antecedent Snowpack Cold Content Alters the Hydrologic Response to Extreme Rain-on-Snow Events,Flood Operations,FALSE
10.1175/jhm-d-22-0103.1,https://doi.org/10.1175/jhm-d-22-0103.1,2023,Evaluation of Subseasonal Drought Forecast Skill over the Coastal Western United States,Flood Operations,FALSE
10.1175/jhm-d-22-0194.1,https://doi.org/10.1175/jhm-d-22-0194.1,2023,Future Increases in North American Extreme Precipitation in CMIP6 Downscaled with LOCA,Flood Operations,FALSE
10.1175/jhm-d-22-0235.1,https://doi.org/10.1175/jhm-d-22-0235.1,2023,West-WRF 34-Year Reforecast: Description and Validation,Flood Operations,FALSE
10.1175/mwr-d-22-0124.1,https://doi.org/10.1175/mwr-d-22-0124.1,2023,Impacts of Northeastern Pacific Buoy Surface Pressure Observations,Flood Operations,FALSE
10.1175/mwr-d-22-0268.1,https://doi.org/10.1175/mwr-d-22-0268.1,2023,Deep Learning Forecast Uncertainty for Precipitation over the Western United States,Flood Operations,FALSE
10.1175/waf-d-22-0099.1,https://doi.org/10.1175/waf-d-22-0099.1,2023,"Seasonal Forecasting of Precipitation, Temperature, and Snow Mass over the Western United States by Combining Ensemble Postprocessing with Empirical Ocean-Atmosphere Teleconnections",,TRUE
10.1175/waf-d-23-0025.1,https://doi.org/10.1175/waf-d-23-0025.1,2023,Impacts of Dropsonde Observations on Forecasts of Atmospheric Rivers and Associated Precipitation in the NCEP GFS and ECMWF IFS Models,Flood Operations,FALSE
10.1371/journal.pone.0286151,https://doi.org/10.1371/journal.pone.0286151,2023,"Nest attendance, incubation constancy, and onset of incubation in dabbling ducks",,TRUE
10.15447/sfews.2023v21iss1art2,https://doi.org/10.15447/sfews.2023v21iss1art2,2023,The Flood Risk and Water-Supply Implications of Seasonal Precipitation Reconstructions in Northern California,,TRUE
10.15447/sfews.2023v21iss3art4,https://doi.org/10.15447/sfews.2023v21iss3art4,2023,Priority Bird Conservation Areas in California’s Sacramento-San Joaquin Delta,,TRUE
10.15447/sfews.2023v21iss4art2,https://doi.org/10.15447/sfews.2023v21iss4art2,2023,Proofing Field and Laboratory Species Identification Procedures Developed for the Non-Native Osmerid Species Wakasagi (Hypomesus nipponensis) Using SHERLOCK-Based Genetic Verification,SWP - Integrated Science and Engineering,FALSE
10.3389/fevo.2023.1232704,https://doi.org/10.3389/fevo.2023.1232704,2023,"Movement behavior, habitat selection, and functional responses to habitat availability among four species of wintering waterfowl in California",,TRUE
10.3389/fevo.2023.703946,https://doi.org/10.3389/fevo.2023.703946,2023,"Predicting near-term, out-of-sample fish passage, guidance, and movement across diverse river environments by cognitively relating momentary behavioral decisions to multiscale memories of past hydrodynamic experiences",,TRUE
10.3390/atmos14121832,https://doi.org/10.3390/atmos14121832,2023,Performance of the PERSIANN Family of Products over the Mekong River Basin and Their Application for the Analysis of Trends in Extreme Precipitation Indices,Flood Operations,FALSE
10.3390/w15040762,https://doi.org/10.3390/w15040762,2023,Post-Wildfire Debris Flow and Large Woody Debris Transport Modeling from the North Complex Fire to Lake Oroville,,TRUE
10.3390/w15050847,https://doi.org/10.3390/w15050847,2023,Field Evaluation of UF Filtration Pretreatment Impact on RO Membrane Scaling,Regional Assistance,FALSE
10.3390/w15132320,https://doi.org/10.3390/w15132320,2023,Physics-Informed Neural Networks-Based Salinity Modeling in the Sacramento-San Joaquin Delta of California,SWP - Model Support,FALSE
10.3390/w15132482,https://doi.org/10.3390/w15132482,2023,Salinity Modeling Using Deep Learning with Data Augmentation and Transfer Learning,SWP - Model Support,FALSE
10.3733/ca.2023a0001,https://doi.org/10.3733/ca.2023a0001,2023,Long-term reduced tillage and winter cover crops can improve soil quality without depleting moisture,Regional Assistance,FALSE
10.51492/cfwj.109.9,https://doi.org/10.51492/cfwj.109.9,2023,Ceratonova shasta infection in lower Feather River Chinook juveniles and trends in water-borne spore stages,SWP - Operations and Maintenance,FALSE
10.1002/ece3.8541,https://doi.org/10.1002/ece3.8541,2022,A niche for null models in adaptive resource management,,TRUE
10.1002/ece3.9121,https://doi.org/10.1002/ece3.9121,2022,Dietary characterization of the endangered salt marsh harvest mouse and sympatric rodents using DNA metabarcoding,SWP - Integrated Science and Engineering,FALSE
10.1002/ece3.9329,https://doi.org/10.1002/ece3.9329,2022,Predator movements in relation to habitat features reveal vulnerability of duck nests to predation,,TRUE
10.1002/ecy.3552,https://doi.org/10.1002/ecy.3552,2022,Megafires and thick smoke portend big problems for migratory birds,SWP - Integrated Science and Engineering,FALSE
10.1002/jwmg.22314,https://doi.org/10.1002/jwmg.22314,2022,Postbreeding movements and molting ecology of female gadwalls and mallards,,TRUE
10.1002/rra.4032,https://doi.org/10.1002/rra.4032,2022,Experimental evaluation of louver guidance efficiency for green sturgeon (Acipenser medirostris),SWP - Integrated Science and Engineering,FALSE
10.1007/s00382-021-05944-0,https://doi.org/10.1007/s00382-021-05944-0,2022,Causal effect of the tropical Pacific sea surface temperature on the Upper Colorado River Basin spring precipitation,Flood Operations,FALSE
10.1007/s10592-022-01446-6,https://doi.org/10.1007/s10592-022-01446-6,2022,Landscape genetics of an endangered salt marsh endemic: Identifying population continuity and barriers to dispersal,SWP - Integrated Science and Engineering,FALSE
10.1007/s10641-022-01273-1,https://doi.org/10.1007/s10641-022-01273-1,2022,"Quantifying the effects of tides, river flow, and barriers on movements of Chinook Salmon smolts at junctions in the Sacramento - San Joaquin River Delta using multistate models",SWP - Model Support,FALSE
10.1007/s12237-021-00977-4,https://doi.org/10.1007/s12237-021-00977-4,2022,"Monitoring Vegetation Dynamics at a Tidal Marsh Restoration Site: Integrating Field Methods, Remote Sensing and Modeling",,TRUE
10.1007/s12237-021-01024-y,https://doi.org/10.1007/s12237-021-01024-y,2022,"Spatial Heterogeneity in Prey Availability, Feeding Success, and Dietary Selectivity for the Threatened Longfin Smelt",SWP - Integrated Science and Engineering,FALSE
10.1007/s12237-022-01079-5,https://doi.org/10.1007/s12237-022-01079-5,2022,Efficacy and Fate of Fluridone Applications for Control of Invasive Submersed Aquatic Vegetation in the Estuarine Environment of the Sacramento-San Joaquin Delta,SWP - Integrated Science and Engineering,FALSE
10.1016/j.apgeochem.2022.105268,https://doi.org/10.1016/j.apgeochem.2022.105268,2022,"Groundwater recharge timing based on 14C and 2H within Indian Wells Valley, California, USA",Regional Assistance,FALSE
10.1016/j.desal.2022.115762,https://doi.org/10.1016/j.desal.2022.115762,2022,Scale up of polyamide reverse osmosis membranes surface modification with tethered poly(acrylic acid) for fabrication of low fouling spiral-wound elements,Regional Assistance,FALSE
10.1016/j.ecss.2022.107988,https://doi.org/10.1016/j.ecss.2022.107988,2022,"The increase of cyanobacteria and benthic diatoms over 43 years in upper San Francisco Estuary, California",SWP - Integrated Science and Engineering,FALSE
10.1016/j.jhydrol.2022.127431,https://doi.org/10.1016/j.jhydrol.2022.127431,2022,Assessing multi-year-drought vulnerability in dense Mediterranean-climate forests using water-balance-based indicators,,TRUE
10.1016/j.jhydrol.2022.127999,https://doi.org/10.1016/j.jhydrol.2022.127999,2022,Estimating soil water flux from single-depth soil moisture data,Regional Assistance,FALSE
10.1016/j.quaint.2019.12.003,https://doi.org/10.1016/j.quaint.2019.12.003,2022,Impact of extreme wet and dry years on the persistence of Microcystis harmful algal blooms in San Francisco Estuary,SWP - Integrated Science and Engineering,FALSE
10.1016/j.seppur.2022.120490,https://doi.org/10.1016/j.seppur.2022.120490,2022,Fouling resistant and performance tunable ultrafiltration membranes via surface graft polymerization induced by atmospheric pressure air plasma,Regional Assistance,FALSE
10.1029/2021ea002059,https://doi.org/10.1029/2021ea002059,2022,Investigation of Springtime Cloud Influence on Regional Climate and Its Implication in Runoff Decline in Upper Colorado River Basin,Flood Operations,FALSE
10.1029/2021ef002537,https://doi.org/10.1029/2021ef002537,2022,Atmospheric River Precipitation Enhanced by Climate Change: A Case Study of the Storm That Contributed to California's Oroville Dam Crisis,Flood Operations,FALSE
10.1029/2021gb007179,https://doi.org/10.1029/2021gb007179,2022,"Biophysical Controls of Ecosystem-Scale Methane Fluxes From a Subtropical Estuarine Mangrove: Multiscale, Nonlinearity, Asynchrony and Causality",,TRUE
10.1029/2021gl095362,https://doi.org/10.1029/2021gl095362,2022,A Climatology of Narrow Cold-Frontal Rainbands in Southern California,Flood Operations,FALSE
10.1029/2021jd036155,https://doi.org/10.1029/2021jd036155,2022,An Overview of ARTMIP's Tier 2 Reanalysis Intercomparison: Uncertainty in the Detection of Atmospheric Rivers and Their Associated Precipitation,,TRUE
10.1029/2021wr029954,https://doi.org/10.1029/2021wr029954,2022,"Precipitation Estimates and Orographic Gradients Using Snow, Temperature, and Humidity Measurements From a Wireless-Sensor Network",Flood Operations,FALSE
10.1029/2021wr031439,https://doi.org/10.1029/2021wr031439,2022,Improved Imaging of the Large-Scale Structure of a Groundwater System With Airborne Electromagnetic Data,Regional Assistance,FALSE
10.1029/2022gl099582,https://doi.org/10.1029/2022gl099582,2022,The Unprecedented Character of California's 20th Century Enhanced Hydroclimatic Variability in a 600-Year Context,Regional Assistance,FALSE
10.1029/2022gl100381,https://doi.org/10.1029/2022gl100381,2022,Modulation of Atmospheric Rivers by the Arctic Stratospheric Polar Vortex,Flood Operations,FALSE
10.1029/2022jg006977,https://doi.org/10.1029/2022jg006977,2022,Detecting Hot Spots of Methane Flux Using Footprint-Weighted Flux Maps,,TRUE
10.1038/s41558-022-01518-y,https://doi.org/10.1038/s41558-022-01518-y,2022,Asymmetric emergence of low-to-no snow in the midlatitudes of the American Cordillera,,TRUE
10.1038/s41598-022-07650-1,https://doi.org/10.1038/s41598-022-07650-1,2022,"Using Sentinel-1 and GRACE satellite data to monitor the hydrological variations within the Tulare Basin, California",,TRUE
10.1061/(asce)gt.1943-5606.0002663,https://doi.org/10.1061/(asce)gt.1943-5606.0002663,2022,Nonlinear Dynamic Analyses of Perris Dam Using Transition Probability to Model Interbedded Alluvial Strata,SWP - Engineering,FALSE
10.1061/(asce)gt.1943-5606.0002799,https://doi.org/10.1061/(asce)gt.1943-5606.0002799,2022,Influence of Particle Size and Gradation on Liquefaction Potential and Dynamic Response,,TRUE
10.1061/(asce)gt.1943-5606.0002869,https://doi.org/10.1061/(asce)gt.1943-5606.0002869,2022,System Response of an Interlayered Deposit with Spatially Distributed Ground Deformations in the Chi-Chi Earthquake,SWP - Engineering,FALSE
10.1061/(asce)he.1943-5584.0002159,https://doi.org/10.1061/(asce)he.1943-5584.0002159,2022,Maximization of Historical Storm Events over Seven Watersheds in Central/Southern Sierra Nevada by Means of Atmospheric Boundary Condition Shifting and Relative Humidity Optimization Methods,Flood Operations,FALSE
10.1071/wf22065,https://doi.org/10.1071/wf22065,2022,Autumn precipitation: the competition with Santa Ana winds in determining fire outcomes in southern California,Flood Operations,FALSE
10.1093/jhered/esac021,https://doi.org/10.1093/jhered/esac021,2022,"Reference Genome of the Northwestern Pond Turtle, Actinemys marmorata",SWP - Integrated Science and Engineering,FALSE
10.1098/rspb.2022.1312,https://doi.org/10.1098/rspb.2022.1312,2022,Avian influenza antibody prevalence increases with mercury contamination in wild waterfowl,,TRUE
10.1111/1365-2656.13807,https://doi.org/10.1111/1365-2656.13807,2022,Density-dependence produces spurious relationships among demographic parameters in a harvested species,,TRUE
10.1111/1752-1688.12921,https://doi.org/10.1111/1752-1688.12921,2022,Impacts of Sea-Level Rise on Hypoxia and Phytoplankton Production in Chesapeake Bay: Model Prediction and Assessment,,TRUE
10.1111/gcb.15974,https://doi.org/10.1111/gcb.15974,2022,A novel approach to partitioning evapotranspiration into evaporation and transpiration in flooded ecosystems,,TRUE
10.1111/tbed.14445,https://doi.org/10.1111/tbed.14445,2022,Pathways for avian influenza virus spread: GPS reveals wild waterfowl in commercial livestock facilities and connectivity with the natural wetland landscape,,TRUE
10.1126/sciadv.abm8237,https://doi.org/10.1126/sciadv.abm8237,2022,Future bioenergy expansion could alter carbon sequestration potential and exacerbate water stress in the United States,Flood Operations,FALSE
10.1126/sciadv.abq0995,https://doi.org/10.1126/sciadv.abq0995,2022,Climate change is increasing the risk of a California megaflood,,TRUE
10.1130/ges02468.1,https://doi.org/10.1130/ges02468.1,2022,"Seismostratigraphic analysis of Lake Cahuilla sedimentation cycles and fault displacement history beneath the Salton Sea, California, USA",,TRUE
10.1175/bams-d-20-0292.1,https://doi.org/10.1175/bams-d-20-0292.1,2022,Illustrating Ensemble Predictability across Scales Associated with the 13-15 February 2019 Atmospheric River Event,Flood Operations,FALSE
10.1175/bams-d-21-0130.1,https://doi.org/10.1175/bams-d-21-0130.1,2022,Advances in the Prediction of MJO Teleconnections in the S2S Forecast Systems,Flood Operations,FALSE
10.1175/bams-d-21-0252.1,https://doi.org/10.1175/bams-d-21-0252.1,2022,Why Seasonal Prediction of California Winter Precipitation Is Challenging,,TRUE
10.1175/jcli-d-21-0168.1,https://doi.org/10.1175/jcli-d-21-0168.1,2022,Large-Scale Environments of Successive Atmospheric River Events Leading to Compound Precipitation Extremes in California,Flood Operations,FALSE
10.1175/jcli-d-21-0445.1,https://doi.org/10.1175/jcli-d-21-0445.1,2022,Future Changes of PNA-like MJO Teleconnections in CMIP6 Models: Underlying Mechanisms and Uncertainty,Flood Operations,FALSE
10.1175/jhm-d-21-0119.1,https://doi.org/10.1175/jhm-d-21-0119.1,2022,"Summarizing Relationships among Landfalling Atmospheric Rivers, Integrated Water Vapor Transport, and California Watershed Precipitation 1982-2019",Flood Operations,FALSE
10.1175/jhm-d-21-0235.1,https://doi.org/10.1175/jhm-d-21-0235.1,2022,A New Methodology to Produce More Skillful United States Cool-Season Precipitation Forecasts,,TRUE
10.1175/jhm-d-22-0066.1,https://doi.org/10.1175/jhm-d-22-0066.1,2022,"Performance of New Near-Real-Time PERSIANN Product (PDIR-Now) for Atmospheric River Events over the Russian River Basin, California",Flood Operations,FALSE
10.1175/jpo-d-21-0272.1,https://doi.org/10.1175/jpo-d-21-0272.1,2022,Ocean Surface Salinity Response to Atmospheric River Precipitation in the California Current System,Flood Operations,FALSE
10.1175/mwr-d-22-0114.1,https://doi.org/10.1175/mwr-d-22-0114.1,2022,A Prognostic-Stochastic and Scale-Adaptive Cumulus Convection Closure for Improved Tropical Variability and Convective Gray-Zone Representation in NOAA’s Unified Forecast System (UFS),,TRUE
10.1175/waf-d-21-0074.1,https://doi.org/10.1175/waf-d-21-0074.1,2022,Demonstrating a Probabilistic Quantitative Precipitation Estimate for Evaluating Precipitation Forecasts in Complex Terrain,Regional Assistance,FALSE
10.1175/waf-d-21-0114.1,https://doi.org/10.1175/waf-d-21-0114.1,2022,Evaluating GFS and ECMWF Ensemble Forecasts of Integrated Water Vapor Transport along the U.S. West Coast,Flood Operations,FALSE
10.1177/87552930221082965,https://doi.org/10.1177/87552930221082965,2022,"Region-specific linear site amplification model for peaty organic soil sites in Hokkaido, Japan",Multibenefit Initiatives,FALSE
10.1186/s40462-022-00324-7,https://doi.org/10.1186/s40462-022-00324-7,2022,Machine learned daily life history classification using low frequency tracking data and automated modelling pipelines: application to North American waterfowl,SWP - Integrated Science and Engineering,FALSE
10.15447/sfews.2022v20iss1art4,https://doi.org/10.15447/sfews.2022v20iss1art4,2022,Investigation of Molecular Pathogen Screening Assays for Use in Delta Smelt,SWP - Integrated Science and Engineering,FALSE
10.3389/fenvs.2022.1020243,https://doi.org/10.3389/fenvs.2022.1020243,2022,"Statistical evaluation of the similarity of characteristics in springs of the California Desert, United States",,TRUE
10.3389/ffgc.2022.674348,https://doi.org/10.3389/ffgc.2022.674348,2022,Utilizing Novel Field and Data Exploration Methods to Explore Hot Moments in High-Frequency Soil Nitrous Oxide Emissions Data: Opportunities and Challenges,Multibenefit Initiatives,FALSE
10.3389/frwa.2022.744278,https://doi.org/10.3389/frwa.2022.744278,2022,A Method for Analysis of Spatial Uncertainty in Image Based Surface Velocimetry,SWP - Integrated Science and Engineering,FALSE
10.3390/ani12121478,https://doi.org/10.3390/ani12121478,2022,Captive Rearing of Longfin Smelt Spirinchus thaleichthys: First Attempt of Weaning Cultured Juveniles to Dry Feed,SWP - Integrated Science and Engineering,FALSE
10.3390/atmos13091495,https://doi.org/10.3390/atmos13091495,2022,Evaluation of GNSS Radio Occultation Profiles in the Vicinity of Atmospheric Rivers,Flood Operations,FALSE
10.3390/hydrology9090155,https://doi.org/10.3390/hydrology9090155,2022,Decline in Seasonal Snow during a Projected 20-Year Dry Spell,,TRUE
10.3390/membranes12121287,https://doi.org/10.3390/membranes12121287,2022,Calcium Sulfate and Calcium Carbonate Scaling of Thin-Film Composite Polyamide Reverse Osmosis Membranes with Surface-Tethered Polyacrylic Acid Chains,Regional Assistance,FALSE
10.3390/rs14153675,https://doi.org/10.3390/rs14153675,2022,The Application of PERSIANN Family Datasets for Hydrological Modeling,Flood Operations,FALSE
10.3390/w14132030,https://doi.org/10.3390/w14132030,2022,Multi-Location Emulation of a Process-Based Salinity Model Using Machine Learning,,TRUE
10.3390/w14152384,https://doi.org/10.3390/w14152384,2022,"Developing a Decision Support System for Regional Agricultural Nonpoint Salinity Pollution Management: Application to the San Joaquin River, California",,TRUE
10.3390/w14223628,https://doi.org/10.3390/w14223628,2022,Novel Salinity Modeling Using Deep Learning for the Sacramento-San Joaquin Delta of California,SWP - Model Support,FALSE
10.51492/cfwj.108.21,https://doi.org/10.51492/cfwj.108.21,2022,Incorporating expanded sampling into an alternative abundance index for the Fall Midwater Trawl survey,,TRUE
10.5194/soil-8-177-2022,https://doi.org/10.5194/soil-8-177-2022,2022,Long-term impact of cover crop and reduced disturbance tillage on soil pore size distribution and soil water storage,,TRUE
10.7589/jwd-d-21-00059,https://doi.org/10.7589/jwd-d-21-00059,2022,PARASITES OF AN ENDANGERED HARVEST MOUSE (REITHRODONTOMYS RAVIVENTRIS HALICOETES) IN A NORTHERN CALIFORNIA MARSH,SWP - Integrated Science and Engineering,FALSE
10.1002/eap.2243,https://doi.org/10.1002/eap.2243,2021,Resistance and resilience of pelagic and littoral fishes to drought in the San Francisco Estuary,SWP - Integrated Science and Engineering,FALSE
10.1002/ece3.7245,https://doi.org/10.1002/ece3.7245,2021,Interrupted incubation: How dabbling ducks respond when flushed from the nest,SWP - Integrated Science and Engineering,FALSE
10.1002/ece3.7561,https://doi.org/10.1002/ece3.7561,2021,Nocturnal incubation recess and flushing behavior by duck hens,SWP - Integrated Science and Engineering,FALSE
10.1002/ece3.8115,https://doi.org/10.1002/ece3.8115,2021,Migration stopover ecology of Cinnamon Teal in western North America,SWP - Integrated Science and Engineering,FALSE
10.1002/ecs2.3366,https://doi.org/10.1002/ecs2.3366,2021,Seasonal impoundment alters patterns of tidal wetland plant diversity across spatial scales,,TRUE
